row_number,transction_year,transction_month,listing_province_name_en,listing_province_name_th,listing_district_name_th,listing_district_name_en,project_propertytype_name_th,project_propertytype_name_en,total_listing,median_asking_price_sqm,day
1972,2021,12,NONTHABURI,นนทบุรี,บางกรวย,BANG KRUAI,ทาวน์โฮม,Townhome,12,32414,2022-09-05
1544,2021,7,BANGKOK,กรุงเทพมหานคร,ธนบุรี,THON BURI,คอนโด,Condo,350,90287,2022-09-05
650,2019,7,BANGKOK,กรุงเทพมหานคร,ลาดพร้าว,LAT PHRAO,คอนโด,Condo,29,66846,2022-09-05
531,2021,9,BANGKOK,กรุงเทพมหานคร,ดอนเมือง,DON MUEANG,คอนโด,Condo,33,77897,2022-09-05
2123,2021,8,PATHUM THANI,ปทุมธานี,คลองหลวง,KHLONG LUANG,ทาวน์โฮม,Townhome,12,21702,2022-09-05
77,2021,3,BANGKOK,กรุงเทพมหานคร,บางกอกใหญ่,BANGKOK YAI,คอนโด,Condo,84,74881,2022-09-05
432,2020,9,BANGKOK,กรุงเทพมหานคร,หลักสี่,LAK SI,คอนโด,Condo,13,68150,2022-09-05
1560,2019,6,BANGKOK,กรุงเทพมหานคร,วังทองหลาง,WANG THONGLANG,คอนโด,Condo,67,64921,2022-09-05
1491,2021,3,BANGKOK,กรุงเทพมหานคร,บางแค,BANG KHAE,คอนโด,Condo,58,63044,2022-09-05
549,2020,6,BANGKOK,กรุงเทพมหานคร,ประเวศ,PRAWET,คอนโด,Condo,19,44432,2022-09-05
354,2019,7,BANGKOK,กรุงเทพมหานคร,จตุจักร,CHATUCHAK,คอนโด,Condo,272,95542,2022-09-05
1962,2019,11,NONTHABURI,นนทบุรี,บางบัวทอง,BANG BUA THONG,บ้าน,Detached House,42,19058,2022-09-05
2058,2021,4,BANGKOK,กรุงเทพมหานคร,ลาดพร้าว,LAT PHRAO,ทาวน์โฮม,Townhome,13,47581,2022-09-05
275,2019,11,BANGKOK,กรุงเทพมหานคร,คลองเตย,KHLONG TOEI,คอนโด,Condo,4672,152605,2022-09-05
1334,2019,8,BANGKOK,กรุงเทพมหานคร,บางรัก,BANG RAK,คอนโด,Condo,792,110303,2022-09-05
1656,2022,1,BANGKOK,กรุงเทพมหานคร,ตลิ่งชัน,TALING CHAN,คอนโด,Condo,16,91915,2022-09-05
1530,2020,1,BANGKOK,กรุงเทพมหานคร,จอมทอง,CHOM THONG,คอนโด,Condo,21,78871,2022-09-05
1424,2021,5,BANGKOK,กรุงเทพมหานคร,บางคอแหลม,BANG KHO LAEM,คอนโด,Condo,196,120357,2022-09-05
1085,2021,12,PATHUM THANI,ปทุมธานี,คลองหลวง,KHLONG LUANG,คอนโด,Condo,61,71531,2022-09-05
736,2019,10,BANGKOK,กรุงเทพมหานคร,บางแค,BANG KHAE,คอนโด,Condo,74,69394,2022-09-05
1703,2019,9,BANGKOK,กรุงเทพมหานคร,พระนคร,PHRA NAKHON,คอนโด,Condo,18,78825,2022-09-05
226,2020,7,BANGKOK,กรุงเทพมหานคร,ปทุมวัน,PATHUM WAN,คอนโด,Condo,42,182538,2022-09-05
2155,2021,9,BANGKOK,กรุงเทพมหานคร,บึงกุ่ม,BUENG KUM,ทาวน์โฮม,Townhome,24,27347,2022-09-05
1998,2019,11,BANGKOK,กรุงเทพมหานคร,ลาดพร้าว,LAT PHRAO,บ้าน,Detached House,14,64349,2022-09-05
560,2019,12,BANGKOK,กรุงเทพมหานคร,วัฒนา,VADHANA,คอนโด,Condo,155,151666,2022-09-05
1589,2020,12,BANGKOK,กรุงเทพมหานคร,บึงกุ่ม,BUENG KUM,คอนโด,Condo,62,55160,2022-09-05
1811,2021,7,BANGKOK,กรุงเทพมหานคร,สวนหลวง,SUAN LUANG,ทาวน์โฮม,Townhome,17,34759,2022-09-05
273,2020,4,BANGKOK,กรุงเทพมหานคร,พระนคร,PHRA NAKHON,คอนโด,Condo,13,174640,2022-09-05
702,2021,3,BANGKOK,กรุงเทพมหานคร,บางซื่อ,BANG SUE,คอนโด,Condo,376,99928,2022-09-05
1174,2021,7,BANGKOK,กรุงเทพมหานคร,ทุ่งครุ,THUNG KHRU,คอนโด,Condo,12,29835,2022-09-05
1446,2021,11,BANGKOK,กรุงเทพมหานคร,ดอนเมือง,DON MUEANG,คอนโด,Condo,30,52335,2022-09-05
448,2019,12,NONTHABURI,นนทบุรี,เมืองนนทบุรี,MUEANG NONTHABURI,คอนโด,Condo,70,61855,2022-09-05
111,2019,11,BANGKOK,กรุงเทพมหานคร,ยานนาวา,YAN NAWA,คอนโด,Condo,869,89756,2022-09-05
1028,2021,8,BANGKOK,กรุงเทพมหานคร,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,2920,113438,2022-09-05
387,2022,1,BANGKOK,กรุงเทพมหานคร,บางขุนเทียน,BANG KHUN THIAN,คอนโด,Condo,28,62264,2022-09-05
1457,2021,7,BANGKOK,กรุงเทพมหานคร,ภาษีเจริญ,PHASI CHAROEN,คอนโด,Condo,181,69855,2022-09-05
1184,2021,10,BANGKOK,กรุงเทพมหานคร,พระโขนง,PHRA KHANONG,คอนโด,Condo,706,106759,2022-09-05
942,2021,11,PATHUM THANI,ปทุมธานี,คลองหลวง,KHLONG LUANG,คอนโด,Condo,208,68182,2022-09-05
299,2020,11,BANGKOK,กรุงเทพมหานคร,บางนา,BANG NA,คอนโด,Condo,157,82281,2022-09-05
333,2020,3,BANGKOK,กรุงเทพมหานคร,ราชเทวี,RATCHATHEWI,คอนโด,Condo,167,166705,2022-09-05
301,2021,10,BANGKOK,กรุงเทพมหานคร,หลักสี่,LAK SI,คอนโด,Condo,60,87364,2022-09-05
2045,2019,11,NAKHON PATHOM,นครปฐม,สามพราน,SAM PHRAN,ทาวน์โฮม,Townhome,11,21479,2022-09-05
2143,2021,2,NONTHABURI,นนทบุรี,เมืองนนทบุรี,MUEANG NONTHABURI,บ้าน,Detached House,20,29158,2022-09-05
658,2020,10,BANGKOK,กรุงเทพมหานคร,หลักสี่,LAK SI,คอนโด,Condo,15,66954,2022-09-05
527,2021,12,BANGKOK,กรุงเทพมหานคร,พระโขนง,PHRA KHANONG,คอนโด,Condo,1061,107175,2022-09-05
1699,2020,6,BANGKOK,กรุงเทพมหานคร,ราษฎร์บูรณะ,RAT BURANA,คอนโด,Condo,11,46842,2022-09-05
1911,2021,9,BANGKOK,กรุงเทพมหานคร,จตุจักร,CHATUCHAK,ทาวน์โฮม,Townhome,13,60825,2022-09-05
958,2020,2,BANGKOK,กรุงเทพมหานคร,คลองเตย,KHLONG TOEI,คอนโด,Condo,164,139611,2022-09-05
683,2021,6,BANGKOK,กรุงเทพมหานคร,บางพลัด,BANG PHLAT,คอนโด,Condo,179,83571,2022-09-05
911,2019,8,NONTHABURI,นนทบุรี,เมืองนนทบุรี,MUEANG NONTHABURI,คอนโด,Condo,188,66404,2022-09-05
1926,2021,12,BANGKOK,กรุงเทพมหานคร,ประเวศ,PRAWET,บ้าน,Detached House,30,42007,2022-09-05
1789,2021,4,BANGKOK,กรุงเทพมหานคร,บางรัก,BANG RAK,ทาวน์โฮม,Townhome,40,48267,2022-09-05
844,2021,11,BANGKOK,กรุงเทพมหานคร,ภาษีเจริญ,PHASI CHAROEN,คอนโด,Condo,340,70266,2022-09-05
1409,2020,2,BANGKOK,กรุงเทพมหานคร,ธนบุรี,THON BURI,คอนโด,Condo,48,84560,2022-09-05
1866,2021,2,SAMUT PRAKAN,สมุทรปราการ,บางพลี,BANG PHLI,บ้าน,Detached House,27,32801,2022-09-05
350,2020,11,BANGKOK,กรุงเทพมหานคร,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,520,103312,2022-09-05
1661,2020,7,BANGKOK,กรุงเทพมหานคร,บางกอกน้อย,BANGKOK NOI,คอนโด,Condo,13,76679,2022-09-05
2094,2020,6,SAMUT PRAKAN,สมุทรปราการ,บางพลี,BANG PHLI,ทาวน์โฮม,Townhome,15,26670,2022-09-05
168,2020,10,BANGKOK,กรุงเทพมหานคร,บางนา,BANG NA,คอนโด,Condo,143,78126,2022-09-05
1473,2019,4,NONTHABURI,นนทบุรี,เมืองนนทบุรี,MUEANG NONTHABURI,คอนโด,Condo,93,62919,2022-09-05
1673,2019,9,BANGKOK,กรุงเทพมหานคร,หลักสี่,LAK SI,คอนโด,Condo,20,67140,2022-09-05
1214,2020,3,BANGKOK,กรุงเทพมหานคร,พระโขนง,PHRA KHANONG,คอนโด,Condo,162,101970,2022-09-05
959,2021,10,PATHUM THANI,ปทุมธานี,ธัญบุรี,THANYABURI,คอนโด,Condo,33,56779,2022-09-05
2002,2021,10,SAMUT PRAKAN,สมุทรปราการ,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,ทาวน์โฮม,Townhome,18,29239,2022-09-05
46,2021,6,PATHUM THANI,ปทุมธานี,ลำลูกกา,LAM LUK KA,คอนโด,Condo,14,59625,2022-09-05
1915,2020,12,BANGKOK,กรุงเทพมหานคร,พระนคร,PHRA NAKHON,ทาวน์โฮม,Townhome,31,28358,2022-09-05
1381,2022,2,BANGKOK,กรุงเทพมหานคร,จอมทอง,CHOM THONG,คอนโด,Condo,47,75049,2022-09-05
1037,2019,8,BANGKOK,กรุงเทพมหานคร,ราชเทวี,RATCHATHEWI,คอนโด,Condo,181,156124,2022-09-05
795,2020,5,BANGKOK,กรุงเทพมหานคร,พญาไท,PHAYA THAI,คอนโด,Condo,43,122038,2022-09-05
1261,2020,12,BANGKOK,กรุงเทพมหานคร,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,1228,106821,2022-09-05
818,2019,3,BANGKOK,กรุงเทพมหานคร,คลองสาน,KHLONG SAN,คอนโด,Condo,136,104604,2022-09-05
1733,2021,2,NONTHABURI,นนทบุรี,บางบัวทอง,BANG BUA THONG,บ้าน,Detached House,17,31091,2022-09-05
401,2021,2,BANGKOK,กรุงเทพมหานคร,บางนา,BANG NA,คอนโด,Condo,553,88341,2022-09-05
2179,2022,1,SAMUT PRAKAN,สมุทรปราการ,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,บ้าน,Detached House,25,24254,2022-09-05
287,2021,6,BANGKOK,กรุงเทพมหานคร,บางนา,BANG NA,คอนโด,Condo,740,87286,2022-09-05
1948,2019,10,NONTHABURI,นนทบุรี,บางบัวทอง,BANG BUA THONG,ทาวน์โฮม,Townhome,19,21843,2022-09-05
2003,2020,12,NONTHABURI,นนทบุรี,บางบัวทอง,BANG BUA THONG,ทาวน์โฮม,Townhome,33,23792,2022-09-05
11,2019,11,BANGKOK,กรุงเทพมหานคร,สวนหลวง,PHATTHANAKAN,คอนโด,Condo,122,76596,2022-09-05
1394,2019,9,BANGKOK,กรุงเทพมหานคร,คลองเตย,KHLONG TOEI,คอนโด,Condo,414,142479,2022-09-05
1301,2021,11,PATHUM THANI,ปทุมธานี,ธัญบุรี,THANYABURI,คอนโด,Condo,81,61649,2022-09-05
108,2020,5,BANGKOK,กรุงเทพมหานคร,ประเวศ,PRAWET,คอนโด,Condo,27,51749,2022-09-05
334,2021,11,SAMUT PRAKAN,สมุทรปราการ,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,คอนโด,Condo,1021,73870,2022-09-05
574,2021,2,BANGKOK,กรุงเทพมหานคร,สวนหลวง,PHATTHANAKAN,คอนโด,Condo,59,75564,2022-09-05
1790,2020,6,BANGKOK,กรุงเทพมหานคร,บางรัก,BANG RAK,ทาวน์โฮม,Townhome,33,28924,2022-09-05
1419,2020,7,BANGKOK,กรุงเทพมหานคร,คลองสาน,KHLONG SAN,คอนโด,Condo,59,116272,2022-09-05
1021,2021,4,BANGKOK,กรุงเทพมหานคร,สวนหลวง,PHATTHANAKAN,คอนโด,Condo,65,85749,2022-09-05
591,2022,2,SAMUT PRAKAN,สมุทรปราการ,บางพลี,BANG PHLI,คอนโด,Condo,67,57460,2022-09-05
1573,2021,7,BANGKOK,กรุงเทพมหานคร,ราษฎร์บูรณะ,RAT BURANA,คอนโด,Condo,62,65308,2022-09-05
1572,2021,1,BANGKOK,กรุงเทพมหานคร,บางคอแหลม,BANG KHO LAEM,คอนโด,Condo,140,113099,2022-09-05
1230,2020,6,BANGKOK,กรุงเทพมหานคร,คลองสาน,KHLONG SAN,คอนโด,Condo,29,119083,2022-09-05
670,2020,6,BANGKOK,กรุงเทพมหานคร,บางขุนเทียน,BANG KHUN THIAN,คอนโด,Condo,12,53031,2022-09-05
421,2019,8,BANGKOK,กรุงเทพมหานคร,ยานนาวา,YAN NAWA,คอนโด,Condo,82,84018,2022-09-05
962,2020,5,BANGKOK,กรุงเทพมหานคร,บางนา,BANG NA,คอนโด,Condo,74,77937,2022-09-05
1836,2021,4,NONTHABURI,นนทบุรี,บางใหญ่,BANG YAI,บ้าน,Detached House,13,23802,2022-09-05
2193,2021,9,NONTHABURI,นนทบุรี,บางกรวย,BANG KRUAI,บ้าน,Detached House,14,30110,2022-09-05
626,2020,11,BANGKOK,กรุงเทพมหานคร,บางขุนเทียน,BANG KHUN THIAN,คอนโด,Condo,14,57922,2022-09-05
1466,2021,3,BANGKOK,กรุงเทพมหานคร,บางนา,BANG NA,คอนโด,Condo,565,85538,2022-09-05
2201,2021,8,BANGKOK,กรุงเทพมหานคร,บางเขน,BANG KHEN,ทาวน์โฮม,Townhome,12,32108,2022-09-05
827,2021,3,BANGKOK,กรุงเทพมหานคร,จอมทอง,CHOM THONG,คอนโด,Condo,152,86841,2022-09-05
643,2020,1,BANGKOK,กรุงเทพมหานคร,พระนคร,PHRA NAKHON,คอนโด,Condo,11,96875,2022-09-05
2195,2021,8,BANGKOK,กรุงเทพมหานคร,สายไหม,SAI MAI,ทาวน์โฮม,Townhome,11,25063,2022-09-05
577,2021,6,BANGKOK,กรุงเทพมหานคร,ปทุมวัน,PATHUM WAN,คอนโด,Condo,750,200200,2022-09-05
453,2021,2,PATHUM THANI,ปทุมธานี,ธัญบุรี,THANYABURI,คอนโด,Condo,21,49734,2022-09-05
1715,2019,5,BANGKOK,กรุงเทพมหานคร,สวนหลวง,PHATTHANAKAN,คอนโด,Condo,13,91821,2022-09-05
429,2021,2,BANGKOK,กรุงเทพมหานคร,บางขุนเทียน,BANG KHUN THIAN,คอนโด,Condo,26,60297,2022-09-05
1292,2021,9,BANGKOK,กรุงเทพมหานคร,บางเขน,BANG KHEN,คอนโด,Condo,170,77592,2022-09-05
674,2019,8,BANGKOK,กรุงเทพมหานคร,พระโขนง,PHRA KHANONG,คอนโด,Condo,222,102206,2022-09-05
555,2019,1,BANGKOK,กรุงเทพมหานคร,คลองเตย,KHLONG TOEI,คอนโด,Condo,174,192774,2022-09-05
1658,2020,4,BANGKOK,กรุงเทพมหานคร,บางแค,BANG KHAE,คอนโด,Condo,16,63564,2022-09-05
1636,2019,6,BANGKOK,กรุงเทพมหานคร,บางกอกใหญ่,BANGKOK YAI,คอนโด,Condo,17,74720,2022-09-05
571,2021,11,BANGKOK,กรุงเทพมหานคร,พระนคร,PHRA NAKHON,คอนโด,Condo,356,90681,2022-09-05
2091,2020,10,BANGKOK,กรุงเทพมหานคร,บางรัก,BANG RAK,บ้าน,Detached House,24,28989,2022-09-05
1775,2022,1,BANGKOK,กรุงเทพมหานคร,บางขุนเทียน,BANG KHUN THIAN,ทาวน์โฮม,Townhome,13,36872,2022-09-05
1889,2022,1,NONTHABURI,นนทบุรี,บางกรวย,BANG KRUAI,ทาวน์โฮม,Townhome,11,31876,2022-09-05
1459,2021,4,NONTHABURI,นนทบุรี,เมืองนนทบุรี,MUEANG NONTHABURI,คอนโด,Condo,333,63606,2022-09-05
740,2020,7,PATHUM THANI,ปทุมธานี,คลองหลวง,KHLONG LUANG,คอนโด,Condo,13,64184,2022-09-05
1402,2019,12,BANGKOK,กรุงเทพมหานคร,ราษฎร์บูรณะ,RAT BURANA,คอนโด,Condo,14,101847,2022-09-05
1026,2020,1,BANGKOK,กรุงเทพมหานคร,ยานนาวา,YAN NAWA,คอนโด,Condo,50,86789,2022-09-05
265,2021,5,SAMUT PRAKAN,สมุทรปราการ,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,คอนโด,Condo,472,72733,2022-09-05
1498,2021,6,BANGKOK,กรุงเทพมหานคร,จอมทอง,CHOM THONG,คอนโด,Condo,226,87029,2022-09-05
2037,2020,6,NONTHABURI,นนทบุรี,เมืองนนทบุรี,MUEANG NONTHABURI,ทาวน์โฮม,Townhome,15,25735,2022-09-05
1831,2021,11,NONTHABURI,นนทบุรี,บางบัวทอง,BANG BUA THONG,ทาวน์โฮม,Townhome,42,22238,2022-09-05
2126,2019,10,BANGKOK,กรุงเทพมหานคร,บางรัก,BANG RAK,บ้าน,Detached House,24,227266,2022-09-05
477,2021,7,BANGKOK,กรุงเทพมหานคร,สวนหลวง,PHATTHANAKAN,คอนโด,Condo,96,89681,2022-09-05
980,2019,8,BANGKOK,กรุงเทพมหานคร,วัฒนา,VADHANA,คอนโด,Condo,544,154964,2022-09-05
1846,2019,4,BANGKOK,กรุงเทพมหานคร,บางรัก,BANG RAK,บ้าน,Detached House,21,25828,2022-09-05
65,2019,8,BANGKOK,กรุงเทพมหานคร,พญาไท,PHAYA THAI,คอนโด,Condo,77,135107,2022-09-05
485,2020,2,BANGKOK,กรุงเทพมหานคร,ลาดพร้าว,LAT PHRAO,คอนโด,Condo,21,62693,2022-09-05
516,2021,1,BANGKOK,กรุงเทพมหานคร,บางรัก,BANG RAK,คอนโด,Condo,1184,142283,2022-09-05
261,2020,12,NONTHABURI,นนทบุรี,บางบัวทอง,BANG BUA THONG,คอนโด,Condo,26,54453,2022-09-05
687,2019,6,BANGKOK,กรุงเทพมหานคร,บางกอกน้อย,BANGKOK NOI,คอนโด,Condo,15,74912,2022-09-05
1493,2022,1,BANGKOK,กรุงเทพมหานคร,บางแค,BANG KHAE,คอนโด,Condo,74,73305,2022-09-05
631,2021,4,BANGKOK,กรุงเทพมหานคร,หลักสี่,LAK SI,คอนโด,Condo,30,72132,2022-09-05
1496,2020,12,BANGKOK,กรุงเทพมหานคร,วังทองหลาง,WANG THONGLANG,คอนโด,Condo,121,59724,2022-09-05
1949,2021,8,SAMUT PRAKAN,สมุทรปราการ,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,ทาวน์โฮม,Townhome,20,23348,2022-09-05
1173,2020,9,BANGKOK,กรุงเทพมหานคร,บางกอกน้อย,BANGKOK NOI,คอนโด,Condo,22,85273,2022-09-05
1910,2019,11,BANGKOK,กรุงเทพมหานคร,สะพานสูง,SAPHAN SUNG,ทาวน์โฮม,Townhome,15,32839,2022-09-05
1826,2021,10,SAMUT PRAKAN,สมุทรปราการ,บางพลี,BANG PHLI,ทาวน์โฮม,Townhome,21,30839,2022-09-05
842,2021,4,BANGKOK,กรุงเทพมหานคร,ดอนเมือง,DON MUEANG,คอนโด,Condo,14,53806,2022-09-05
2014,2021,11,BANGKOK,กรุงเทพมหานคร,บางกะปิ,BANG KAPI,ทาวน์โฮม,Townhome,24,192581,2022-09-05
136,2019,9,SAMUT PRAKAN,สมุทรปราการ,บางบ่อ,BANG BO,คอนโด,Condo,14,53917,2022-09-05
417,2019,6,BANGKOK,กรุงเทพมหานคร,ยานนาวา,YAN NAWA,คอนโด,Condo,117,80763,2022-09-05
856,2021,10,BANGKOK,กรุงเทพมหานคร,บางซื่อ,BANG SUE,คอนโด,Condo,401,93213,2022-09-05
1461,2019,12,BANGKOK,กรุงเทพมหานคร,พระโขนง,PHRA KHANONG,คอนโด,Condo,65,104357,2022-09-05
966,2021,11,BANGKOK,กรุงเทพมหานคร,ดินแดง,DIN DAENG,คอนโด,Condo,1178,106312,2022-09-05
721,2019,6,BANGKOK,กรุงเทพมหานคร,ประเวศ,PRAWET,คอนโด,Condo,49,57085,2022-09-05
1675,2019,2,SAMUT PRAKAN,สมุทรปราการ,บางพลี,BANG PHLI,คอนโด,Condo,14,70785,2022-09-05
1126,2021,12,NONTHABURI,นนทบุรี,เมืองนนทบุรี,MUEANG NONTHABURI,คอนโด,Condo,607,67147,2022-09-05
1920,2019,8,SAMUT PRAKAN,สมุทรปราการ,บางพลี,BANG PHLI,บ้าน,Detached House,11,25950,2022-09-05
612,2021,6,BANGKOK,กรุงเทพมหานคร,ธนบุรี,THON BURI,คอนโด,Condo,376,92452,2022-09-05
1082,2019,1,BANGKOK,กรุงเทพมหานคร,บางรัก,BANG RAK,คอนโด,Condo,1030,100408,2022-09-05
296,2020,10,BANGKOK,กรุงเทพมหานคร,บางกะปิ,BANG KAPI,คอนโด,Condo,115,65748,2022-09-05
345,2020,7,BANGKOK,กรุงเทพมหานคร,ราชเทวี,RATCHATHEWI,คอนโด,Condo,120,155074,2022-09-05
1959,2021,2,BANGKOK,กรุงเทพมหานคร,บางรัก,BANG RAK,บ้าน,Detached House,17,27713,2022-09-05
505,2019,8,SAMUT PRAKAN,สมุทรปราการ,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,คอนโด,Condo,128,73087,2022-09-05
2010,2021,5,BANGKOK,กรุงเทพมหานคร,ลาดพร้าว,LAT PHRAO,ทาวน์โฮม,Townhome,23,32042,2022-09-05
1818,2020,10,SAMUT PRAKAN,สมุทรปราการ,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,บ้าน,Detached House,12,29180,2022-09-05
161,2021,5,BANGKOK,กรุงเทพมหานคร,บางเขน,BANG KHEN,คอนโด,Condo,184,74138,2022-09-05
860,2020,8,BANGKOK,กรุงเทพมหานคร,ประเวศ,PRAWET,คอนโด,Condo,75,56865,2022-09-05
1547,2021,8,BANGKOK,กรุงเทพมหานคร,ดินแดง,DIN DAENG,คอนโด,Condo,993,112614,2022-09-05
204,2021,3,BANGKOK,กรุงเทพมหานคร,ราษฎร์บูรณะ,RAT BURANA,คอนโด,Condo,66,63626,2022-09-05
1738,2019,11,BANGKOK,กรุงเทพมหานคร,หลักสี่,LAK SI,ทาวน์โฮม,Townhome,11,35486,2022-09-05
1036,2021,12,SAMUT PRAKAN,สมุทรปราการ,บางเสาธง,BANG SAO THONG,คอนโด,Condo,24,48451,2022-09-05
76,2020,5,BANGKOK,กรุงเทพมหานคร,วัฒนา,VADHANA,คอนโด,Condo,162,157643,2022-09-05
214,2019,10,BANGKOK,กรุงเทพมหานคร,บางรัก,BANG RAK,คอนโด,Condo,1797,126069,2022-09-05
154,2021,1,BANGKOK,กรุงเทพมหานคร,วังทองหลาง,WANG THONGLANG,คอนโด,Condo,101,55916,2022-09-05
814,2020,7,BANGKOK,กรุงเทพมหานคร,ดินแดง,DIN DAENG,คอนโด,Condo,95,103394,2022-09-05
139,2021,12,BANGKOK,กรุงเทพมหานคร,คลองสาน,KHLONG SAN,คอนโด,Condo,915,124119,2022-09-05
923,2021,11,PATHUM THANI,ปทุมธานี,ลำลูกกา,LAM LUK KA,คอนโด,Condo,19,42743,2022-09-05
1817,2021,10,NONTHABURI,นนทบุรี,บางใหญ่,BANG YAI,ทาวน์โฮม,Townhome,15,21356,2022-09-05
60,2019,4,BANGKOK,กรุงเทพมหานคร,ภาษีเจริญ,PHASI CHAROEN,คอนโด,Condo,33,70854,2022-09-05
2146,2021,5,PATHUM THANI,ปทุมธานี,เมืองปทุมธานี,MUEANG PATHUM THANI,บ้าน,Detached House,11,24807,2022-09-05
606,2019,9,NONTHABURI,นนทบุรี,ปากเกร็ด,PAK KRET,คอนโด,Condo,75,63244,2022-09-05
1395,2021,5,BANGKOK,กรุงเทพมหานคร,บางพลัด,BANG PHLAT,คอนโด,Condo,215,85855,2022-09-05
1019,2019,3,BANGKOK,กรุงเทพมหานคร,ราษฎร์บูรณะ,RAT BURANA,คอนโด,Condo,18,81088,2022-09-05
1208,2022,1,BANGKOK,กรุงเทพมหานคร,สาทร,SATHON,คอนโด,Condo,740,139911,2022-09-05
1417,2019,11,BANGKOK,กรุงเทพมหานคร,บางคอแหลม,BANG KHO LAEM,คอนโด,Condo,309,112810,2022-09-05
857,2020,11,BANGKOK,กรุงเทพมหานคร,จตุจักร,CHATUCHAK,คอนโด,Condo,383,99812,2022-09-05
1248,2020,1,BANGKOK,กรุงเทพมหานคร,พระโขนง,PHRA KHANONG,คอนโด,Condo,229,98005,2022-09-05
1130,2022,1,BANGKOK,กรุงเทพมหานคร,ลาดกระบัง,LAT KRABANG,คอนโด,Condo,59,53785,2022-09-05
132,2019,7,BANGKOK,กรุงเทพมหานคร,พระโขนง,PHRA KHANONG,คอนโด,Condo,171,97995,2022-09-05
336,2021,12,NONTHABURI,นนทบุรี,บางบัวทอง,BANG BUA THONG,คอนโด,Condo,48,53388,2022-09-05
1327,2021,7,BANGKOK,กรุงเทพมหานคร,ประเวศ,PRAWET,คอนโด,Condo,121,55662,2022-09-05
1842,2019,9,SAMUT PRAKAN,สมุทรปราการ,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,บ้าน,Detached House,40,26029,2022-09-05
1374,2021,2,BANGKOK,กรุงเทพมหานคร,ธนบุรี,THON BURI,คอนโด,Condo,345,95304,2022-09-05
1343,2020,7,SAMUT PRAKAN,สมุทรปราการ,บางพลี,BANG PHLI,คอนโด,Condo,30,67417,2022-09-05
1632,2020,8,BANGKOK,กรุงเทพมหานคร,คันนายาว,KHAN NA YAO,คอนโด,Condo,16,57612,2022-09-05
961,2020,7,BANGKOK,กรุงเทพมหานคร,วัฒนา,VADHANA,คอนโด,Condo,243,161618,2022-09-05
1183,2021,10,BANGKOK,กรุงเทพมหานคร,ราชเทวี,RATCHATHEWI,คอนโด,Condo,1028,156590,2022-09-05
1219,2022,1,BANGKOK,กรุงเทพมหานคร,มีนบุรี,MIN BURI,คอนโด,Condo,69,145646,2022-09-05
756,2021,11,BANGKOK,กรุงเทพมหานคร,คันนายาว,KHAN NA YAO,คอนโด,Condo,121,63284,2022-09-05
737,2019,1,BANGKOK,กรุงเทพมหานคร,ยานนาวา,YAN NAWA,คอนโด,Condo,27,91600,2022-09-05
41,2019,1,BANGKOK,กรุงเทพมหานคร,วัฒนา,VADHANA,คอนโด,Condo,167,139702,2022-09-05
151,2021,1,BANGKOK,กรุงเทพมหานคร,หลักสี่,LAK SI,คอนโด,Condo,35,67300,2022-09-05
110,2022,1,BANGKOK,กรุงเทพมหานคร,พระโขนง,PHRA KHANONG,คอนโด,Condo,822,101813,2022-09-05
279,2021,12,BANGKOK,กรุงเทพมหานคร,ราชเทวี,RATCHATHEWI,คอนโด,Condo,1638,169117,2022-09-05
1507,2020,11,BANGKOK,กรุงเทพมหานคร,บางแค,BANG KHAE,คอนโด,Condo,36,70448,2022-09-05
1532,2021,9,BANGKOK,กรุงเทพมหานคร,ราชเทวี,RATCHATHEWI,คอนโด,Condo,1893,159073,2022-09-05
276,2021,2,SAMUT PRAKAN,สมุทรปราการ,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,คอนโด,Condo,351,68094,2022-09-05
2062,2021,1,BANGKOK,กรุงเทพมหานคร,บางรัก,BANG RAK,บ้าน,Detached House,20,31576,2022-09-05
2056,2021,11,PATHUM THANI,ปทุมธานี,ลำลูกกา,LAM LUK KA,บ้าน,Detached House,34,25063,2022-09-05
671,2019,5,BANGKOK,กรุงเทพมหานคร,วังทองหลาง,WANG THONGLANG,คอนโด,Condo,12,74134,2022-09-05
859,2019,7,NONTHABURI,นนทบุรี,ปากเกร็ด,PAK KRET,คอนโด,Condo,35,68913,2022-09-05
1088,2021,4,BANGKOK,กรุงเทพมหานคร,วัฒนา,VADHANA,คอนโด,Condo,1864,154565,2022-09-05
1870,2021,4,NONTHABURI,นนทบุรี,เมืองนนทบุรี,MUEANG NONTHABURI,ทาวน์โฮม,Townhome,13,43192,2022-09-05
191,2019,10,NONTHABURI,นนทบุรี,บางบัวทอง,BANG BUA THONG,คอนโด,Condo,25,53418,2022-09-05
