row_number,transction_year,transction_month,listing_province_name_en,listing_province_name_th,listing_district_name_th,listing_district_name_en,project_propertytype_name_th,project_propertytype_name_en,total_listing,median_asking_price_sqm,day
2044,2021,5,SAMUT PRAKAN,สมุทรปราการ,บางพลี,BANG PHLI,ทาวน์โฮม,Townhome,24,29557,2022-09-05
1299,2021,7,BANGKOK,กรุงเทพมหานคร,วังทองหลาง,WANG THONGLANG,คอนโด,Condo,107,58945,2022-09-05
1852,2021,5,BANGKOK,กรุงเทพมหานคร,คลองสามวา,KHLONG SAM WA,บ้าน,Detached House,16,29955,2022-09-05
1935,2019,11,PATHUM THANI,ปทุมธานี,คลองหลวง,KHLONG LUANG,บ้าน,Detached House,11,25393,2022-09-05
548,2021,4,BANGKOK,กรุงเทพมหานคร,ลาดกระบัง,LAT KRABANG,คอนโด,Condo,77,51386,2022-09-05
1782,2021,2,SAMUT PRAKAN,สมุทรปราการ,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,บ้าน,Detached House,15,28782,2022-09-05
2186,2019,11,SAMUT PRAKAN,สมุทรปราการ,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,ทาวน์โฮม,Townhome,38,23696,2022-09-05
861,2020,10,BANGKOK,กรุงเทพมหานคร,สวนหลวง,PHATTHANAKAN,คอนโด,Condo,35,66379,2022-09-05
1554,2020,1,BANGKOK,กรุงเทพมหานคร,บางพลัด,BANG PHLAT,คอนโด,Condo,28,78821,2022-09-05
1990,2022,1,NONTHABURI,นนทบุรี,ปากเกร็ด,PAK KRET,บ้าน,Detached House,14,27298,2022-09-05
407,2021,6,BANGKOK,กรุงเทพมหานคร,สวนหลวง,SUAN LUANG,คอนโด,Condo,533,71390,2022-09-05
1229,2019,12,BANGKOK,กรุงเทพมหานคร,ธนบุรี,THON BURI,คอนโด,Condo,41,87038,2022-09-05
1512,2021,9,BANGKOK,กรุงเทพมหานคร,สาทร,SATHON,คอนโด,Condo,914,136312,2022-09-05
1307,2020,10,BANGKOK,กรุงเทพมหานคร,ลาดกระบัง,LAT KRABANG,คอนโด,Condo,22,46288,2022-09-05
832,2021,7,BANGKOK,กรุงเทพมหานคร,คลองสามวา,KHLONG SAM WA,คอนโด,Condo,12,69190,2022-09-05
1102,2022,2,BANGKOK,กรุงเทพมหานคร,ราษฎร์บูรณะ,RAT BURANA,คอนโด,Condo,32,61469,2022-09-05
1092,2019,12,BANGKOK,กรุงเทพมหานคร,สาทร,SATHON,คอนโด,Condo,28,117878,2022-09-05
902,2020,11,BANGKOK,กรุงเทพมหานคร,บางเขน,BANG KHEN,คอนโด,Condo,63,72323,2022-09-05
1335,2020,10,BANGKOK,กรุงเทพมหานคร,จตุจักร,CHATUCHAK,คอนโด,Condo,328,107555,2022-09-05
830,2021,9,BANGKOK,กรุงเทพมหานคร,บางกอกใหญ่,BANGKOK YAI,คอนโด,Condo,109,80256,2022-09-05
1359,2020,3,BANGKOK,กรุงเทพมหานคร,บางแค,BANG KHAE,คอนโด,Condo,22,57003,2022-09-05
62,2021,3,SAMUT PRAKAN,สมุทรปราการ,บางพลี,BANG PHLI,คอนโด,Condo,193,60006,2022-09-05
2032,2019,10,NONTHABURI,นนทบุรี,เมืองนนทบุรี,MUEANG NONTHABURI,บ้าน,Detached House,18,33425,2022-09-05
427,2019,1,BANGKOK,กรุงเทพมหานคร,ประเวศ,PRAWET,คอนโด,Condo,14,62578,2022-09-05
2076,2021,6,BANGKOK,กรุงเทพมหานคร,สวนหลวง,SUAN LUANG,ทาวน์โฮม,Townhome,12,35655,2022-09-05
1955,2019,11,BANGKOK,กรุงเทพมหานคร,ภาษีเจริญ,PHASI CHAROEN,ทาวน์โฮม,Townhome,16,35890,2022-09-05
1669,2021,6,BANGKOK,กรุงเทพมหานคร,สายไหม,SAI MAI,คอนโด,Condo,27,51625,2022-09-05
117,2021,4,BANGKOK,กรุงเทพมหานคร,คลองเตย,KHLONG TOEI,คอนโด,Condo,1375,150159,2022-09-05
1515,2021,1,PATHUM THANI,ปทุมธานี,ลำลูกกา,LAM LUK KA,คอนโด,Condo,20,48881,2022-09-05
